Id,SalePrice
1461,85607.0422238819
1462,155493.547563408
1463,168058.601623235
1464,193189.124761817
1465,191715.727648369
1466,178253.570758813
1467,203715.182108913
1468,170232.405178235
1469,202382.25633444
1470,110471.625029471
1471,195750.40938728
1472,98431.5765250106
1473,80318.3785032248
1474,154434.655348064
1475,112593.126123806
1476,349576.554688839
1477,244516.635057778
1478,313796.436722378
1479,309070.359885188
1480,425843.91565176
1481,293656.648712615
1482,218177.808745619
1483,182485.526534998
1484,176590.546308599
1485,205274.37039347
1486,216259.069483328
1487,293317.644413026
1488,265542.650912699
1489,190365.032990709
1490,233674.223206079
1491,220991.032579378
1492,93048.16095406
1493,237104.71164976
1494,305542.31796278
1495,278137.241033545
1496,251364.28362728
1497,175267.593417307
1498,178316.428479413
1499,159787.451823006
1500,165919.510346893
1501,200232.378588994
1502,158583.351077663
1503,278606.185155368
1504,249746.041032075
1505,227218.699246215
1506,207741.800986108
1507,241579.318586054
1508,209223.38160355
1509,156344.30937697
1510,133886.856188686
1511,155751.604594535
1512,178210.000909081
1513,156042.954715471
1514,147310.176623399
1515,220283.272420944
1516,175881.145157549
1517,170485.322740425
1518,120513.889713882
1519,229560.671656784
1520,132042.506448315
1521,120362.439203057
1522,188951.693344697
1523,97271.4953082437
1524,122314.390832945
1525,98238.6057716333
1526,87555.3117098636
1527,84354.584560154
1528,153351.327658199
1529,133741.080992735
1530,208468.928402569
1531,156281.761074848
1532,118267.437359519
1533,184359.313194499
1534,160598.804624423
1535,159229.332952624
1536,111674.39049934
1537,43713.5405033682
1538,169340.003913534
1539,231720.14714073
1540,105518.425675708
1541,143422.361468737
1542,142235.938592093
1543,178735.745128473
1544,96516.286951737
1545,107484.761025875
1546,154740.499720245
1547,143598.662830506
1548,131565.504279712
1549,102483.299592677
1550,140296.411691835
1551,131944.413279663
1552,156475.960256888
1553,160040.251769975
1554,130632.026482156
1555,166805.711060857
1556,109946.289055861
1557,113387.560002758
1558,118887.696418462
1559,77583.4852005686
1560,144797.760603406
1561,148372.367564206
1562,139840.741974013
1563,116303.467128265
1564,167347.166359353
1565,132749.014183941
1566,250452.685032081
1567,76914.1345189773
1568,238431.196903267
1569,129507.431251999
1570,138789.515117631
1571,87205.4371479154
1572,137036.301986942
1573,246626.082056938
1574,117803.421252639
1575,240588.337799698
1576,265815.316547028
1577,190196.020957635
1578,163851.242320978
1579,122188.381439847
1580,197779.870425588
1581,170230.650024069
1582,128936.823128937
1583,291083.86940292
1584,224333.707715763
1585,155421.876146618
1586,56575.3387805824
1587,101124.350826124
1588,150802.923931308
1589,97870.5596233341
1590,134355.829937415
1591,64539.1923073721
1592,125472.994935189
1593,134105.540621046
1594,159514.685242879
1595,107010.931268235
1596,231563.051000948
1597,166549.026057114
1598,198022.343768635
1599,192043.46786496
1600,190975.398527884
1601,33498.0213718279
1602,97075.2041185307
1603,69301.8126768605
1604,265951.569253777
