Id,SalePrice
1461,104732.645658683
1462,134578.991885824
1463,171555.371457198
1464,192402.859590415
1465,190673.781678978
1466,181480.454393781
1467,193468.102252421
1468,170297.899707124
1469,203812.061798026
1470,111129.40240527
1471,188055.047217861
1472,102047.902062106
1473,86654.607362292
1474,151965.66840687
1475,109909.689104606
1476,354361.572819082
1477,246052.837651013
1478,307379.195426465
1479,301214.613172586
1480,423814.791057126
1481,285311.849044018
1482,217358.689140554
1483,187029.843877928
1484,175353.671189502
1485,206952.1953437
1486,216449.404601632
1487,291506.535654226
1488,257133.87482125
1489,194706.589684854
1490,243061.594188832
1491,226985.540086497
1492,98074.7620894918
1493,211672.097111496
1494,300579.763002015
1495,271813.339382851
1496,244031.927794957
1497,173333.194842926
1498,175221.252321599
1499,158550.005396564
1500,165380.895207543
1501,206246.047184903
1502,160684.295927349
1503,281032.44793627
1504,252043.823436215
1505,227316.365883186
1506,200264.204088324
1507,250510.791852592
1508,202475.689809757
1509,156901.100675327
1510,140003.864205068
1511,156800.755696627
1512,182614.937415615
1513,156794.794704148
1514,148162.779930727
1515,202964.055283373
1516,174457.193092378
1517,167224.542990126
1518,123656.372119179
1519,231718.370940101
1520,132253.135611958
1521,124776.698858608
1522,190021.544666846
1523,100513.750412316
1524,125025.435359472
1525,104969.603676002
1526,94660.086604736
1527,90079.2050582678
1528,153622.90289358
1529,138694.386752206
1530,212515.232468909
1531,150858.884383595
1532,110263.980527974
1533,184751.846655082
1534,154809.4424874
1535,167797.404091736
1536,115891.013777013
1537,49039.7110005922
1538,176623.099824438
1539,227924.09477869
1540,122460.61127246
1541,146736.762653307
1542,149022.638853738
1543,188070.277988947
1544,92558.7209591225
1545,111273.916182641
1546,139986.670505391
1547,145763.036715361
1548,133330.875123731
1549,107410.135232035
1550,136001.044917447
1551,137331.112944665
1552,156866.536121567
1553,166125.821833235
1554,130273.614178336
1555,164686.523912654
1556,119482.986766514
1557,107938.408967042
1558,119110.01791851
1559,77758.3989550928
1560,145425.283485386
1561,141138.976306545
1562,145393.151031316
1563,123955.472251325
1564,158745.898410483
1565,134133.923096339
1566,240928.69273373
1567,86699.1886281751
1568,239771.786439673
1569,145176.13050844
1570,147314.698997654
1571,89038.0711498172
1572,140714.6099895
1573,243669.271371367
1574,121876.094749591
1575,240241.658435502
1576,254814.606401272
1577,196755.421699147
1578,161040.855181949
1579,123554.2627118
1580,200583.270336532
1581,170658.528376299
1582,129064.321051798
1583,287097.930920295
1584,232391.865413058
1585,159118.912001299
1586,66956.9905185786
1587,106486.053691843
1588,152404.528575938
1589,116466.03530275
1590,132818.491334021
1591,68751.7483072896
1592,142011.813551591
1593,134050.522145061
1594,142499.407983252
1595,111257.642954428
1596,224179.87883312
1597,172894.159688837
1598,197830.414527133
1599,189419.24694744
1600,190108.066575924
1601,40916.1576961295
1602,112197.056280515
1603,69986.645832401
1604,267339.652248571
1605,257818.880322305
1606,169047.430515347
1607,164520.860902142
1608,236931.752346478
1609,201402.487426258
1610,159084.373303593
1611,140712.827212188
1612,194402.255372267
1613,166131.466524159
1614,138695.167408358
1615,73573.4781004698
1616,52505.6071016192
1617,70280.1089784058
1618,112448.200531127
1619,160478.700228753
1620,174740.198975117
1621,135822.727241623
1622,166095.96029611
1623,268441.627273615
1624,218622.042497993
1625,119506.179305234
1626,184630.552047345
1627,191110.788474146
1628,281697.814093061
1629,177981.126641036
1630,316049.342696337
1631,215633.328226583
1632,229922.049434973
1633,188629.636719518
1634,197542.580024316
1635,196659.512412104
1636,167170.628415323
1637,197389.758252461
1638,207015.721538282
1639,183232.960882402
1640,262929.598367811
1641,181841.948546489
1642,259079.767617446
1643,226064.689708305
1644,229432.503126909
1645,229194.91226662
1646,173855.147722633
1647,166662.97439946
1648,134819.387442088
1649,146762.254696805
1650,107933.103906691
1651,112925.074463129
1652,107786.009783728
1653,106214.739675245
1654,153190.746582321
1655,148248.448286956
1656,143936.030589228
1657,155131.306478766
1658,154743.468495667
1659,114568.689310272
1660,147636.761856291
1661,412159.629301067
1662,341434.342054169
1663,367555.42591966
1664,425617.307232276
1665,323094.332033302
1666,301588.569876135
1667,344026.00022748
1668,351928.083867823
1669,312089.735177751
1670,344382.565385103
1671,263320.345288357
1672,382830.289343156
1673,293980.178455721
1674,251073.422976815
1675,209581.442645864
1676,210177.998079337
1677,217887.637206275
1678,414562.861280859
1679,349777.025061956
1680,317286.771247
1681,282373.166939925
1682,299591.366830729
1683,198087.150791047
1684,198298.960826319
1685,205316.327390076
1686,180918.905840303
1687,191522.803218219
1688,214487.644550919
1689,218960.422921939
1690,222788.325977527
1691,213246.824065381
1692,269642.68754118
1693,189288.573808715
1694,189128.806408451
1695,170905.555097963
1696,267241.894968766
1697,170903.449859764
1698,314627.026638055
1699,328841.22785548
1700,250570.035199078
1701,275353.731441853
1702,255148.518968786
1703,250154.892707312
1704,280135.744735589
1705,276398.006859098
1706,373802.581955006
1707,217806.538492383
1708,215700.38912105
1709,272146.906139385
1710,233005.422459879
1711,285869.586263974
1712,258087.86962508
1713,275222.506509669
1714,221034.937423858
1715,219893.900951523
1716,190551.249797098
1717,195322.911896093
1718,140937.93730811
1719,232731.712417359
1720,263406.261170604
1721,185301.454153714
1722,131155.004606519
1723,167378.798930947
1724,218838.299883927
1725,247141.790956664
1726,206303.958443255
1727,161082.209137757
1728,210538.66469123
1729,170647.366495043
1730,174223.749494925
1731,140374.26551089
1732,124093.451744208
1733,109046.375402166
1734,119916.082471741
1735,154026.630089594
1736,109932.717798352
1737,283189.84762855
1738,232673.429790867
1739,265854.515908843
1740,208534.912131276
1741,193123.240500966
1742,186974.279516825
1743,197724.558003892
1744,311517.217378749
1745,232139.118564322
1746,208718.928431543
1747,210358.070953326
1748,225452.340342926
1749,165467.579058292
1750,144348.058705206
1751,259660.152688722
1752,110003.698193572
1753,157587.158751567
1754,208694.943845108
1755,179034.670860478
1756,138043.179236767
1757,113323.48291088
1758,144478.13825044
1759,154659.023763279
1760,166800.624729379
1761,160561.589563295
1762,179468.0005974
1763,184510.298842083
1764,97065.9942331989
1765,185204.66590158
1766,193028.982353928
1767,228919.608512235
1768,146890.910849693
1769,173224.720940148
1770,180422.310488221
1771,104377.424976556
1772,147281.252463649
1773,125464.669120676
1774,151321.194161353
1775,147051.348289443
1776,133741.194465687
1777,120871.040896235
1778,156449.588547236
1779,137209.125782335
1780,192661.180129904
1781,119920.811349822
1782,69930.9626948251
1783,150117.342008678
1784,122059.039786527
1785,140186.170414697
1786,127224.875695917
1787,182452.593862533
1788,83142.579756056
1789,102850.742817085
1790,61212.4403551607
1791,211618.260704621
1792,159408.398658428
1793,144130.897742984
1794,187244.474566839
1795,139934.817110758
1796,133690.820028244
1797,134567.466446532
1798,116550.341036583
1799,90796.3304630388
1800,124141.023812972
1801,120910.823495506
1802,133099.731675186
1803,161597.017175751
1804,147284.791898622
1805,146572.027447284
1806,150137.356572615
1807,176933.686279068
1808,134730.624301917
1809,130312.408014046
1810,152086.900461669
1811,127381.170718018
1812,119645.22070226
1813,130081.463078406
1814,108325.83211554
1815,54486.2363612112
1816,122039.103823327
1817,137845.192406779
