Id,SalePrice
1461,106770.378658325
1462,135464.874129059
1463,173381.087001653
1464,193401.995541922
1465,193650.944325533
1466,182479.22398867
1467,194945.614782485
1468,172156.189984215
1469,201220.475293381
1470,117323.912315133
1471,193935.424326026
1472,102560.165126906
1473,85647.943856229
1474,156724.922863467
1475,111536.276798279
1476,353671.040868368
1477,248731.74372986
1478,309910.51899616
1479,303018.00074145
1480,425505.2735102
1481,287324.613706675
1482,218124.075144763
1483,185025.373733446
1484,178321.292052985
1485,207631.315627286
1486,218228.290745461
1487,302479.70810045
1488,263404.625428653
1489,194130.289381552
1490,244865.058352741
1491,227092.80286922
1492,101128.503685049
1493,222585.580239142
1494,303935.210624576
1495,274192.405692002
1496,250588.608733863
1497,176392.213834323
1498,179224.873632868
1499,162372.397258633
1500,170005.529266785
1501,201321.538644457
1502,158351.478374833
1503,288488.440421281
1504,253100.392904213
1505,227978.280869239
1506,204141.07718874
1507,249674.446093819
1508,206305.778457612
1509,158675.47781509
1510,142354.863264672
1511,158785.292739314
1512,183616.63114615
1513,158174.951565592
1514,150292.111369574
1515,203165.420347972
1516,170384.371510676
1517,163457.644097335
1518,125434.611157617
1519,233187.623514485
1520,133068.148071913
1521,123248.693613696
1522,190442.599152022
1523,100870.272838062
1524,127283.456310344
1525,98633.4068280914
1526,89045.2998281466
1527,88044.5202799696
1528,154655.929377783
1529,142433.673504562
1530,214844.112478813
1531,153219.149920047
1532,118553.382067249
1533,190681.614971685
1534,158861.462671862
1535,167606.073785618
1536,113161.070043203
1537,56609.3997565154
1538,174746.252495778
1539,222903.312123027
1540,115574.67240315
1541,147814.201862035
1542,152215.782775189
1543,189983.485268473
1544,94812.8938849084
1545,111857.687396192
1546,143717.874931655
1547,147562.371169684
1548,135079.550377915
1549,111792.479579236
1550,143070.545882929
1551,139889.124001695
1552,165383.599603875
1553,170845.827782648
1554,132179.391719691
1555,159272.8999032
1556,121640.014956018
1557,110604.686547022
1558,118304.030320399
1559,80982.842933553
1560,153955.948724005
1561,145933.022976759
1562,146005.366903947
1563,121889.424275122
1564,163166.748357921
1565,132743.995998168
1566,246291.620795432
1567,81098.810253808
1568,244381.004092808
1569,140937.465992021
1570,145488.445902097
1571,97208.3053797497
1572,143617.321190008
1573,249692.72128212
1574,127226.41135868
1575,246942.261171775
1576,261986.39090987
1577,198368.151357011
1578,155832.929007372
1579,124964.812399388
1580,201672.172624671
1581,172351.113905499
1582,132008.593190793
1583,291481.939416516
1584,234638.334696234
1585,157657.460327051
1586,60285.3418810394
1587,107009.614312291
1588,155202.127631838
1589,116856.286735439
1590,131877.438968878
1591,80593.0127351606
1592,135641.870942443
1593,138789.156911313
1594,151503.440679908
1595,117966.818507891
1596,221859.128235516
1597,174068.241509998
1598,197158.803847728
1599,195729.465740147
1600,192118.346426646
1601,47163.3743530842
1602,117053.431262936
1603,70892.9510022809
1604,268941.169743804
1605,258733.57439997
1606,168219.343351811
1607,166118.919538303
1608,239402.862985195
1609,201518.34127024
1610,160074.157658804
1611,142688.620070877
1612,192195.401258908
1613,167076.122869782
1614,139049.82754721
1615,86579.2888223446
1616,64776.2229746763
1617,71145.6864659314
1618,115238.43451147
1619,160447.205519116
1620,176529.962652965
1621,138025.74473148
1622,167295.432311779
1623,267107.967240141
1624,220978.70951286
1625,118063.96312341
1626,185307.140420467
1627,191005.649998851
1628,288550.322065699
1629,181799.791215324
1630,322840.006278721
1631,217471.055476988
1632,230269.015858587
1633,191789.034807228
1634,200098.90804639
1635,196767.146269736
1636,167596.784851377
1637,193658.76193087
1638,208729.215596984
1639,185864.351476384
1640,266332.471140904
1641,186458.824520299
1642,259294.993406691
1643,230427.951479545
1644,232042.412450301
1645,233433.087076215
1646,175606.527751776
1647,166564.69451629
1648,137259.589695142
1649,143846.80895851
1650,108321.216012735
1651,116992.272002994
1652,107795.89099916
1653,106857.383034726
1654,159301.685684071
1655,155201.895936334
1656,147754.788679762
1657,158491.920804389
1658,161087.603740929
1659,116043.316069625
1660,153729.549760469
1661,409901.108907524
1662,342457.832677877
1663,368161.902550307
1664,424975.034740484
1665,322596.11379457
1666,301179.367602797
1667,350863.626725677
1668,353440.574689119
1669,314616.322342879
1670,346261.629491836
1671,263922.577171569
1672,384359.741943649
1673,294801.882564176
1674,255816.597912551
1675,209732.655412878
1676,212940.967720868
1677,211978.870707615
1678,415256.287295197
1679,348473.284712873
1680,319520.491460002
1681,281515.604101558
1682,295982.328643042
1683,197562.232526152
1684,199551.235466142
1685,207120.136478499
1686,183447.319363964
1687,193769.828060205
1688,216258.151023006
1689,220209.457345381
1690,222724.576984833
1691,212677.082382741
1692,276912.734473113
1693,192149.153287559
1694,193531.143232565
1695,171882.67023926
1696,275400.396978029
1697,173400.924316433
1698,315793.602747201
1699,339253.933813037
1700,252450.958349493
1701,275884.851219816
1702,258802.734154248
1703,255188.101944911
